Pathway	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
PWY0-1261: anhydromuropeptides recycling I|unclassified	2.889e-4	4.43051e-4	1.31785e-4	8.83749e-5	1.65897e-4	3.27305e-5	4.44204e-5	0	1.93214e-4	4.3637e-4	3.51751e-4	7.39793e-4	1.12359e-4	8.73063e-5	3.43249e-4	1.36511e-4	2.0479e-4	1.84197e-4	3.10245e-4	1.03389e-4	1.74365e-4	6.27791e-4	3.02639e-4	3.69567e-4	1.9805e-5	6.44412e-5	2.12291e-4	2.95744e-4	8.81256e-5	3.83185e-4	3.32247e-5	2.65422e-5	4.106e-5	7.6243e-4	1.96768e-4	1.17681e-4	3.10742e-4	5.03921e-4	4.15253e-4	9.24318e-5	9.19845e-5	1.75206e-4	1.68148e-4	1.52781e-4	2.11015e-4	1.64342e-4	3.71403e-4	2.97052e-4	5.93725e-5	4.61476e-4	2.55827e-4	2.61437e-4	0	1.49617e-4	1.71085e-4	2.03645e-4	3.55151e-5	8.55958e-5	5.56053e-4	4.01559e-4
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	3.37979e-4	2.1634e-4	7.5993e-5	0	0.00145356	4.19093e-4	0	0	0	0.00144089	9.93221e-5	4.29261e-4	0	1.1923e-4	7.98951e-4	5.66739e-4	4.43803e-4	0.00148896	9.89121e-4	0.00104595	7.78975e-4	4.71664e-4	4.89084e-4	9.13843e-4	1.77556e-4	3.69017e-4	0	5.17116e-4	0.00120954	3.35252e-4	0	1.40014e-4	0	1.34192e-4	7.53323e-4	0	0	1.85405e-4	0	0	0	0	0	1.01191e-4	1.07282e-4	6.1202e-4	0.00119512	3.39803e-4	0	4.57033e-4	4.64762e-4	9.77227e-4	6.67523e-4	0	2.01075e-4	2.62028e-4	0	0	4.6502e-4	1.49668e-4
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|g__Escherichia.s__Escherichia_coli	2.15842e-4	0	0	0	0.00118189	1.71136e-4	0	0	0	0.00108048	0	2.09602e-4	0	6.37888e-5	5.55681e-4	2.50122e-4	2.26923e-4	0.00115189	6.89136e-4	7.47973e-4	4.97983e-4	1.27886e-4	2.30798e-4	5.01454e-4	8.87394e-5	1.21613e-4	0	2.58963e-4	0.00100379	2.0113e-4	0	0	0	0	4.12038e-4	0	0	6.6983e-5	0	0	0	0	0	0	0	3.47665e-4	9.0228e-4	1.97525e-4	0	2.02192e-4	2.61511e-4	6.73496e-4	3.90785e-4	0	5.57316e-5	1.14395e-4	0	0	1.82883e-4	0
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|unclassified	0	5.3961e-5	0	0	0	0	0	0	0	8.71958e-5	5.4101e-5	9.64697e-5	0	0	6.63979e-5	6.88987e-5	5.47039e-5	0	0	9.37155e-5	0	1.78432e-4	5.82119e-5	8.35342e-5	3.75197e-5	5.96966e-5	0	9.03985e-5	0	6.72898e-5	0	5.35596e-5	0	8.7541e-5	0	0	0	6.67074e-5	0	0	0	0	0	2.86153e-5	7.00714e-5	0	1.0075e-4	8.79139e-5	0	3.60605e-5	7.59244e-5	0	3.31709e-5	0	7.85018e-5	7.53616e-5	0	0	7.98607e-5	0
PWY0-1296: purine ribonucleosides degradation	0.00904814	0.00944843	0.0082204	0.0124469	0.0056932	0.00948479	0.0128444	0.0107202	0.0118403	0.0074184	0.0133954	0.0087267	0.0120522	0.00937472	0.00735536	0.00914639	0.00875638	0.00709549	0.00768658	0.00652825	0.00764076	0.00799499	0.00927637	0.00755865	0.0114432	0.00979857	0.0161249	0.00711359	0.0065031	0.00806037	0.00932958	0.00891196	0.0108801	0.00982947	0.00711208	0.00940134	0.0110031	0.00861042	0.00995122	0.0114813	0.00940859	0.0114012	0.00847635	0.00695725	0.00882539	0.00593321	0.00605675	0.00771785	0.0133061	0.00800586	0.0106401	0.00702271	0.00795078	0.00975023	0.00825443	0.00771421	0.0108322	0.00896204	0.00814962	0.00948468
PWY0-1296: purine ribonucleosides degradation|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	3.86473e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55892e-4	0	0	0	0	6.53513e-5	0	0	0	3.16268e-4	6.6163e-5	4.33382e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Anaerostipes.s__Anaerostipes_sp_992a	7.3689e-5	0	0	4.77419e-5	0	0	2.73219e-4	2.25157e-4	0	0	0	0	0	4.34309e-5	2.39124e-5	0	0	0	0	0	0	0	0	0	6.72305e-4	9.08527e-4	0	0	0	0	1.97972e-4	0	3.0065e-5	0	0	6.70956e-5	1.56688e-5	0	0	1.20564e-4	2.94814e-5	3.98852e-5	0	0	0	0	0	0	2.52877e-5	0	0	0	3.63756e-5	5.03113e-5	5.81248e-5	0	0	6.70973e-5	0	0
PWY0-1296: purine ribonucleosides degradation|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	0	0	0	0	0	0	0	0	0	3.74973e-5	0	0	0	0	0	0	0	0	1.88401e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.81593e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Bacillus.s__Bacillus_sp_FJAT_27986	0	5.40517e-5	0	0	0	0	0	0	0	5.95952e-6	0	0	0	0	0	0	0	0	1.87247e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88722e-5	0	0	0	0	0	0	1.11365e-5	0
PWY0-1296: purine ribonucleosides degradation|g__Bacillus.s__Bacillus_subtilis_group	0	0	0	0	0	0	0	0	0	1.4536e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86715e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	3.42247e-5	0	9.77105e-5	0	0	2.0565e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55472e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_bornimense	0	0	0	0	2.87975e-5	2.80637e-5	0	6.5656e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31601e-4	6.06875e-5	0	0	0	1.94921e-4	0	0	0	1.97169e-5	7.38749e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_butyricum	7.25075e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47254e-5	0	0	1.49053e-4	0	0	0	0	1.1457e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_neonatale	2.02747e-4	0	6.16409e-5	0	1.23195e-5	1.12779e-4	0	4.84666e-5	0	0	9.79053e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44073e-5	1.75838e-4	8.47797e-5	0	0	6.63508e-4	9.75771e-5	0	0	2.65399e-4	4.47265e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_paraputrificum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72935e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.91769e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Desemzia.s__Desemzia_incerta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27141e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Enterococcus.s__Enterococcus_casseliflavus	0	0	0	0	0	0	0	0	0	1.66858e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Enterococcus.s__Enterococcus_durans	0	0	0	0	0	0	0	0	0	0	0	0	4.72528e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.20008e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Enterococcus.s__Enterococcus_hirae	0	0	0	0	0	0	0	0	1.42954e-4	0	0	9.72566e-4	0.00282035	2.31373e-4	0	0	0	0	0	0	0	0	0	1.95134e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40798e-4	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	2.02645e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56617e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Escherichia.s__Escherichia_coli	2.2556e-4	1.83821e-4	0	0	0.00172853	1.93919e-4	0	0	0	0.00135296	3.34045e-5	2.07206e-4	0	9.0984e-5	0.00103048	3.66787e-4	2.54724e-4	7.56343e-4	8.85114e-4	7.49954e-4	7.62624e-4	5.46966e-5	3.62414e-4	6.68797e-4	2.8466e-5	2.01533e-4	0	5.19995e-4	0.00118177	2.69491e-4	0	7.19053e-5	0	6.42009e-5	4.35214e-4	0	3.62775e-5	7.45031e-5	0	0	0	0	0	7.35558e-5	0	4.39532e-4	6.88299e-4	1.72653e-4	0	4.10092e-4	3.95284e-4	8.16411e-4	6.13675e-4	0	8.89524e-5	1.43528e-4	0	0	2.43327e-4	0
PWY0-1296: purine ribonucleosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65876e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_murinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97784e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0	0	0	0	0	0	0	0	0	2.11291e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lysinibacillus.s__Lysinibacillus_sp_B2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71902e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	3.59795e-5	0	5.05143e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61658e-5	0	0	5.94716e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Romboutsia.s__Romboutsia_ilealis	3.5757e-5	0	1.54995e-4	1.1391e-4	0	5.75999e-5	4.32244e-5	7.63208e-5	1.24783e-4	5.06109e-5	1.13423e-4	1.28839e-4	5.78514e-5	6.27278e-5	0	6.00047e-5	5.84239e-5	0	0	0	0	0	0	0	3.50741e-5	4.27197e-5	0	0	4.42707e-5	0	1.29545e-4	8.62987e-5	1.71044e-4	7.48509e-5	0	1.02961e-4	1.19376e-4	0	3.35382e-5	7.83809e-5	1.09595e-4	9.02397e-5	0	8.07868e-5	0	0	0	0	0	6.70954e-5	0	0	0	0	0	0	0	0	5.45073e-5	0
PWY0-1296: purine ribonucleosides degradation|g__Roseburia.s__Roseburia_sp_499	0	0	8.01249e-5	2.93485e-4	5.73548e-5	1.95989e-4	0	2.03566e-4	2.08409e-5	0	1.28136e-4	0	1.67418e-4	0	0	0	0	0	0	0	0	0	0	0	3.50797e-5	0	0	0	0	0	0	0	4.44515e-4	0	0	2.90652e-4	0	0	0	2.79663e-4	2.89299e-4	6.28134e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	1.55031e-4	0	0	0	0	4.38428e-5	7.98189e-5	0	1.67091e-4	0	0	0	9.88484e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91956e-4	6.36631e-5	0	0	0	0	0	0	0	0	1.1788e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Sharpea.s__Sharpea_azabuensis	0	0	0	0	0	0	0	0	3.16761e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11844e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	1.70346e-5	0	0	0	0	0	0	2.09613e-5	0	0	2.27222e-5	0	0	2.88525e-5	2.66535e-5	0	0	0	0	2.15531e-5	0	0	0	0	0	1.72709e-5	0	3.50654e-5	0	2.09247e-5	1.25692e-4	0	0	1.88432e-5	3.84757e-5	0	0	0	0	0	1.42817e-5	2.9922e-5	2.7289e-5	1.39974e-5	0	0	0	0	0	0	0	0	0	0	1.86821e-5	0
PWY0-1296: purine ribonucleosides degradation|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	5.50117e-6	0	0	0	0	0	0	3.00973e-5	0	0	2.24483e-5	0	0	1.58725e-5	1.90288e-5	0	0	0	0	1.36594e-5	0	0	0	0	0	1.72459e-5	0	2.2262e-5	0	3.89551e-5	9.79686e-5	0	0	2.83946e-5	1.85535e-5	0	0	0	0	0	0	2.2919e-5	2.57451e-5	9.51117e-6	0	0	0	0	0	0	0	0	0	0	1.07351e-5	0
PWY0-1296: purine ribonucleosides degradation|g__Streptococcus.s__Streptococcus_equinus	3.06059e-5	0	1.98865e-5	0	2.84803e-5	1.11599e-5	0	2.62198e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137268	8.19602e-5	1.19337e-4	0	0	0	2.83239e-4	0	0	2.26372e-4	9.67088e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33044e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Streptococcus.s__Streptococcus_uberis	0	0	2.4522e-5	0	0	2.69109e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Treponema.s__Treponema_saccharophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32337e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Turicibacter.s__Turicibacter_sanguinis	1.02108e-4	0	2.91675e-4	3.85688e-4	2.72237e-5	3.22403e-4	1.64019e-4	3.69834e-4	3.52419e-4	5.43503e-5	1.9226e-4	1.765e-4	7.8697e-5	2.80306e-4	2.12926e-5	6.00223e-5	5.8155e-5	0	0	0	0	0	1.75899e-5	0	6.67264e-5	4.6585e-5	0	0	0	0	4.12024e-4	2.28489e-4	3.59494e-4	9.80497e-5	0	4.47312e-4	1.89352e-4	0	1.14574e-4	1.6924e-4	5.84164e-4	2.46182e-4	0	4.06071e-5	0	4.76986e-5	0	0	0	2.24935e-5	0	0	0	0	0	0	0	0	4.17986e-5	0
PWY0-1296: purine ribonucleosides degradation|unclassified	0.00801418	0.00898438	0.00729686	0.0115472	0.00340726	0.00838813	0.0122225	0.0092542	0.010959	0.00555467	0.0126441	0.00687894	0.00877291	0.00856865	0.00540783	0.00863447	0.0080315	0.00533452	0.00656027	0.00545587	0.00668968	0.00777148	0.00872368	0.00622752	0.0105065	0.00849187	0.0161249	0.00615508	0.0048543	0.00769972	0.00633357	0.00767504	0.00946454	0.00935838	0.00526779	0.007328	0.00949574	0.00845561	0.00966236	0.00991381	0.0073273	0.010064	0.00840784	0.00676225	0.00868332	0.00478072	0.00478626	0.00735555	0.0132683	0.00736974	0.010015	0.00588669	0.00705062	0.00933989	0.00806519	0.00735639	0.0108229	0.00886347	0.00765946	0.00934007
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.00424774	0.00476985	0.00455834	0.00438731	0.00427452	0.00484619	0.00596823	0.00549101	0.00541619	0.00449612	0.0061264	0.0044822	0.00400463	0.00476405	0.00432632	0.0044306	0.00467508	0.004419	0.00458623	0.00418757	0.00476561	0.0048238	0.00395258	0.00462694	0.00466757	0.00416756	0.00574476	0.00423001	0.00444897	0.00579082	0.00630639	0.00542659	0.00538791	0.00512212	0.00383501	0.00662027	0.00362952	0.0046182	0.0034744	0.00508936	0.00538788	0.00472507	0.0036865	0.00375779	0.00617116	0.00371545	0.00456962	0.00467705	0.00429236	0.00516402	0.00474937	0.00438618	0.00495232	0.00441227	0.00477152	0.00531101	0.00502457	0.00383141	0.00497124	0.00651303
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	3.48473e-5	0	6.35326e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_butyricum	3.61902e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26034e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05842e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87133e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	2.16767e-4	8.75926e-5	0	0	0.00150015	1.76815e-4	0	0	0	0.00108433	0	1.9315e-4	0	5.5132e-5	9.47998e-4	2.8193e-4	2.47497e-4	7.83681e-4	7.7866e-4	6.9094e-4	4.9889e-4	5.48435e-5	3.03865e-4	5.18645e-4	3.19794e-5	1.53057e-4	0	3.67916e-4	0.00102693	0.00010708400000000001	0	0	0	2.81078e-5	3.95278e-4	0	0	7.52476e-5	0	0	0	0	0	0	0	3.40759e-4	6.04231e-4	9.46944e-5	0	2.54234e-4	2.82905e-4	5.90509e-4	4.81871e-4	0	9.4161e-5	8.94451e-5	0	0	2.40528e-4	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57738e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	4.41427e-5	0	5.67031e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64607e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	1.49354e-5	0	0	0	0	0	0	1.16702e-5	0	0	2.61358e-5	0	0	1.63208e-5	1.68776e-5	0	0	0	0	2.30978e-5	0	0	0	0	0	0	0	3.318e-5	0	0	1.11118e-4	0	0	1.73575e-5	2.61211e-5	0	0	0	0	0	0	3.09705e-5	2.28891e-5	0	0	0	0	0	0	0	0	0	0	0	2.06509e-5	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	5.13688e-6	0	0	0	0	0	0	2.55008e-5	0	0	2.5862e-5	0	0	1.64184e-5	0	0	0	0	0	1.39825e-5	0	0	0	0	0	0	0	2.34532e-5	0	0	1.05189e-4	0	0	1.51438e-5	0	0	0	0	0	0	0	2.69611e-5	9.0443e-6	7.55816e-6	0	0	0	0	0	0	0	0	0	0	1.16359e-5	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_equinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93785e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93106e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	0.00314926	0.0045591	0.00314159	0.00385142	0.00158858	0.00310724	0.00565464	0.0047342	0.00467235	0.002955	0.00591735	0.00372065	0.00367025	0.00388993	0.00291873	0.00408299	0.00412031	0.00213452	0.00350012	0.00272963	0.00401407	0.00442275	0.00326877	0.00372094	0.00372814	0.00360535	0.00556143	0.0035466	0.00282446	0.00526406	0.00473401	0.00451476	0.00366541	0.00493235	0.00256484	0.00352522	0.00281617	0.00434318	0.00331402	0.00470875	0.00238687	0.00425316	0.00367372	0.00372277	0.00607057	0.00306777	0.00326106	0.00437126	0.00421541	0.00470993	0.00422136	0.00344325	0.00433908	0.00436076	0.00431094	0.0049675	0.005022	0.00349083	0.00447652	0.0064362
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.00275143	0.00160539	0.00301417	0.00323497	0.00325363	0.00308266	0.00265956	0.00363143	0.00272394	0.00295395	0.00269541	0.00242156	0.00208247	0.00210193	0.00336627	0.00191822	0.0015426	0.00341654	0.00241246	0.00301881	0.00223214	0.00206148	0.00185952	0.00224149	0.00277794	0.00174604	0.00145426	0.00186393	0.00284964	0.00137057	0.00380258	0.00345276	0.00383255	0.00230259	0.00213583	0.00363909	0.00207653	0.00167187	0.00203919	0.00193022	0.00341198	0.00249678	0.00170264	0.00178421	0.00153513	0.00189989	0.00245971	0.00125552	0.00104672	0.00225661	0.00194638	0.00251098	0.00207744	0.00127772	0.00162358	0.00143096	0.00189291	0.00115351	0.00246168	0.0018853
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	3.97818e-5	0	5.80702e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
