clade_name	clade_taxid	YK62	YK61	YK60	YK59	YK58	YK57	YK56	YK55	YK54	YK53	YK52	YK51	YK50	YK49	YK48	YK47	YK46	YK45	YK44	YK43	YK42	YK41	YK40	YK39	YK38	YK37	YK36	YK35	YK34	YK33	YK32	SH9	SH8	SH7	SH6	SH5	SH4	SH3	SH31	SH30	SH2	SH29	SH28	SH27	SH26	SH25	SH24	SH23	SH22	SH21	SH20	SH1	SH19	SH18	SH17	SH16	SH15	SH14	SH13	SH12	SH11	SH10
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25578|s__GGB25578_SGB37547|t__SGB37547	2|1239|186801|186802|541000|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25580	2|1239|186801|186802|541000|	0	0	9661.0	0	0	395.0	0	0	2461.0	0	1531.0	0	0	0	0	9908.0	6908.0	4826.0	0	7612.0	0	0	0	0	0	0	0	0	0	0	0	10652.0	0	0	0	0	0	0	3329.0	0	0	7293.0	291.0	32987.0	7068.0	0	2980.0	976.0	3001.0	1649.0	0	0	0	0	3449.0	0	0	1004.0	16529.0	0	18967.0	337.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25580|s__GGB25580_SGB37550	2|1239|186801|186802|541000||	0	0	9661.0	0	0	395.0	0	0	2461.0	0	1531.0	0	0	0	0	9908.0	6908.0	4826.0	0	7612.0	0	0	0	0	0	0	0	0	0	0	0	10652.0	0	0	0	0	0	0	3329.0	0	0	7293.0	291.0	32987.0	6722.0	0	2980.0	976.0	3001.0	1649.0	0	0	0	0	3449.0	0	0	1004.0	16529.0	0	17673.0	337.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25580|s__GGB25580_SGB37550|t__SGB37550	2|1239|186801|186802|541000|||	0	0	9661.0	0	0	395.0	0	0	2461.0	0	1531.0	0	0	0	0	9908.0	6908.0	4826.0	0	7612.0	0	0	0	0	0	0	0	0	0	0	0	10652.0	0	0	0	0	0	0	3329.0	0	0	7293.0	291.0	32987.0	6722.0	0	2980.0	976.0	3001.0	1649.0	0	0	0	0	3449.0	0	0	1004.0	16529.0	0	17673.0	337.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25580|s__GGB25580_SGB42647	2|1239|186801|186802|541000||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1294.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25580|s__GGB25580_SGB42647|t__SGB42647	2|1239|186801|186802|541000|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1294.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25583	2|1239|186801|186802|541000|	0	6701.0	5830.0	0	0	7512.0	0	5593.0	3344.0	160156.0	32866.0	18262.0	0	545.0	328.0	0	4742.0	33936.0	276.0	9542.0	0	0	0	0	0	0	0	0	0	0	0	74293.0	0	0	0	0	2055.0	0	0	0	0	9074.0	0	0	19303.0	6854.0	50069.0	0	0	74259.0	0	0	2451.0	0	11634.0	39343.0	0	80185.0	3051.0	0	0	1105.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25583|s__GGB25583_SGB37553	2|1239|186801|186802|541000||	0	6701.0	5830.0	0	0	7512.0	0	5593.0	3344.0	160156.0	32866.0	18262.0	0	545.0	328.0	0	4742.0	33936.0	276.0	9542.0	0	0	0	0	0	0	0	0	0	0	0	74293.0	0	0	0	0	2055.0	0	0	0	0	9074.0	0	0	19303.0	6854.0	50069.0	0	0	74259.0	0	0	2451.0	0	11634.0	39343.0	0	80185.0	3051.0	0	0	1105.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25583|s__GGB25583_SGB37553|t__SGB37553	2|1239|186801|186802|541000|||	0	6701.0	5830.0	0	0	7512.0	0	5593.0	3344.0	160156.0	32866.0	18262.0	0	545.0	328.0	0	4742.0	33936.0	276.0	9542.0	0	0	0	0	0	0	0	0	0	0	0	74293.0	0	0	0	0	2055.0	0	0	0	0	9074.0	0	0	19303.0	6854.0	50069.0	0	0	74259.0	0	0	2451.0	0	11634.0	39343.0	0	80185.0	3051.0	0	0	1105.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29804	2|1239|186801|186802|541000|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.0	595.0	0	0	0	0	0	0	0	0	0	0	0	1880.0	0	0	0	0	401.0	0	0	0	68.0	505.0	0	0	0	0	12462.0	0	2331.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29804|s__GGB29804_SGB42628	2|1239|186801|186802|541000||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.0	595.0	0	0	0	0	0	0	0	0	0	0	0	1880.0	0	0	0	0	401.0	0	0	0	68.0	505.0	0	0	0	0	12462.0	0	2331.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29804|s__GGB29804_SGB42628|t__SGB42628	2|1239|186801|186802|541000|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.0	595.0	0	0	0	0	0	0	0	0	0	0	0	1880.0	0	0	0	0	401.0	0	0	0	68.0	505.0	0	0	0	0	12462.0	0	2331.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29809	2|1239|186801|186802|541000|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2359.0	858.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29809|s__GGB29809_SGB42634	2|1239|186801|186802|541000||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2359.0	858.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29809|s__GGB29809_SGB42634|t__SGB42634	2|1239|186801|186802|541000|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2359.0	858.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29810	2|1239|186801|186802|541000|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2224.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1088.0	2435.0	0	0	0	0	0	0	0	0	0	0	0	0	0	800.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29810|s__GGB29810_SGB42635	2|1239|186801|186802|541000||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2224.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1088.0	2435.0	0	0	0	0	0	0	0	0	0	0	0	0	0	800.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29810|s__GGB29810_SGB42635|t__SGB42635	2|1239|186801|186802|541000|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2224.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1088.0	2435.0	0	0	0	0	0	0	0	0	0	0	0	0	0	800.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29820	2|1239|186801|186802|541000|	0	527.0	0	0	0	1597.0	0	0	0	0	0	0	0	0	0	0	0	2591.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7789.0	7176.0	0	0	0	172.0	2208.0	0	0	1013.0	0	0	0	0	0	0	0	2117.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29820|s__GGB29820_SGB42655	2|1239|186801|186802|541000||	0	527.0	0	0	0	1597.0	0	0	0	0	0	0	0	0	0	0	0	2591.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7789.0	7176.0	0	0	0	172.0	2208.0	0	0	1013.0	0	0	0	0	0	0	0	2117.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29820|s__GGB29820_SGB42655|t__SGB42655	2|1239|186801|186802|541000|||	0	527.0	0	0	0	1597.0	0	0	0	0	0	0	0	0	0	0	0	2591.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7789.0	7176.0	0	0	0	172.0	2208.0	0	0	1013.0	0	0	0	0	0	0	0	2117.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29823	2|1239|186801|186802|541000|	0	1906.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8306.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29823|s__GGB29823_SGB42659	2|1239|186801|186802|541000||	0	1906.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8306.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29823|s__GGB29823_SGB42659|t__SGB42659	2|1239|186801|186802|541000|||	0	1906.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8306.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29840	2|1239|186801|186802|541000|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29840|s__GGB29840_SGB42681	2|1239|186801|186802|541000||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29840|s__GGB29840_SGB42681|t__SGB42681	2|1239|186801|186802|541000|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29848	2|1239|186801|186802|541000|	0	0	0	202.0	124.0	0	213.0	0	0	0	0	0	1372.0	0	0	0	0	0	91.0	125.0	0	0	0	76.0	0	0	0	0	0	0	0	0	0	473.0	0	0	0	0	0	0	0	0	979.0	0	106.0	0	0	0	0	0	0	170.0	0	0	531.0	0	0	359.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29848|s__GGB29848_SGB42690	2|1239|186801|186802|541000||	0	0	0	202.0	124.0	0	213.0	0	0	0	0	0	1372.0	0	0	0	0	0	91.0	125.0	0	0	0	76.0	0	0	0	0	0	0	0	0	0	473.0	0	0	0	0	0	0	0	0	979.0	0	106.0	0	0	0	0	0	0	170.0	0	0	531.0	0	0	359.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29848|s__GGB29848_SGB42690|t__SGB42690	2|1239|186801|186802|541000|||	0	0	0	202.0	124.0	0	213.0	0	0	0	0	0	1372.0	0	0	0	0	0	91.0	125.0	0	0	0	76.0	0	0	0	0	0	0	0	0	0	473.0	0	0	0	0	0	0	0	0	979.0	0	106.0	0	0	0	0	0	0	170.0	0	0	531.0	0	0	359.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor	2|1239|186801|186802|541000|1017280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2172.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	2|1239|186801|186802|541000|1017280|106588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2172.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus|t__SGB15140	2|1239|186801|186802|541000|1017280|106588|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2172.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pygmaiobacter	2|1239|186801|186802|541000|1929305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pygmaiobacter|s__Pygmaiobacter_massiliensis	2|1239|186801|186802|541000|1929305|1917873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pygmaiobacter|s__Pygmaiobacter_massiliensis|t__SGB14871	2|1239|186801|186802|541000|1929305|1917873|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified	2|1239|186801|186802|541000|7415705	0	14530.0	11623.0	44142.0	47009.0	7784.0	19974.0	31525.0	31863.0	30800.0	42036.0	4428.0	77192.0	23741.0	12376.0	25292.0	29390.0	52699.0	66684.0	17098.0	774.0	3625.0	132.0	12355.0	3794.0	7218.0	21540.0	4152.0	1946.0	3733.0	5149.0	103561.0	0	6472.0	8998.0	4360.0	9856.0	6479.0	37393.0	62437.0	6383.0	18628.0	33356.0	84828.0	88051.0	5968.0	53693.0	11609.0	28058.0	48883.0	21208.0	0	21813.0	6874.0	21878.0	21659.0	0	94881.0	135856.0	97196.0	19459.0	45248.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium	2|1239|186801|186802|541000|7415705|1898205	0	14530.0	11623.0	44142.0	47009.0	7784.0	19974.0	31525.0	31863.0	30800.0	42036.0	4428.0	77192.0	23741.0	12376.0	25292.0	29390.0	52632.0	66338.0	17098.0	774.0	3625.0	132.0	12355.0	3794.0	7218.0	21540.0	4152.0	1946.0	3733.0	5149.0	103561.0	0	6472.0	8998.0	4360.0	9856.0	6479.0	37393.0	60239.0	6383.0	18628.0	33356.0	84828.0	88051.0	5968.0	53089.0	11609.0	28058.0	46596.0	21208.0	0	21365.0	6874.0	21878.0	21617.0	0	94881.0	133812.0	96644.0	17168.0	45248.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_YAD3003	2|1239|186801|186802|541000|7415705|1520816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.0	346.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2198.0	0	0	0	0	0	0	604.0	0	0	2070.0	0	0	0	0	0	42.0	0	0	2044.0	552.0	406.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_YAD3003|t__SGB4094	2|1239|186801|186802|541000|7415705|1520816|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.0	346.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2198.0	0	0	0	0	0	0	604.0	0	0	2070.0	0	0	0	0	0	42.0	0	0	2044.0	552.0	406.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB14177	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	0	0	0	0	4959.0	0	0	0	8622.0	3336.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702.0	0	0	0	0	0	0	6118.0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB14867	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3531.0	5821.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB37288	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	372.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1794.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1652.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB37323	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7499.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB37324	2|1239|186801|186802|541000|7415705|1898205|	0	11471.0	9128.0	27395.0	28325.0	6402.0	18975.0	12448.0	21825.0	26647.0	41293.0	3017.0	6590.0	18782.0	8258.0	24761.0	23439.0	39948.0	36503.0	9599.0	0	0	0	10214.0	0	0	0	0	0	0	0	102769.0	0	0	0	0	0	0	37393.0	40601.0	0	16327.0	31654.0	83486.0	88051.0	2234.0	37167.0	9464.0	15286.0	32188.0	18663.0	0	15763.0	6874.0	21878.0	3937.0	0	94881.0	130534.0	96617.0	17168.0	44657.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB37325	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999.0	3794.0	876.0	6974.0	3908.0	1946.0	731.0	462.0	0	0	6157.0	6614.0	4360.0	6134.0	658.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5764.0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB37327	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB37614	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	1097.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB41059	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB41083	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	1684.0	7391.0	0	0	0	0	0	0	0	0	0	6149.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB41084	2|1239|186801|186802|541000|7415705|1898205|	0	1062.0	302.0	0	852.0	956.0	512.0	965.0	2647.0	2684.0	743.0	1411.0	0	0	872.0	27.0	4809.0	2707.0	13136.0	0	774.0	3625.0	0	815.0	0	6342.0	12772.0	0	0	2002.0	4160.0	0	0	315.0	0	0	0	0	0	4701.0	0	1652.0	0	0	0	3734.0	5498.0	1215.0	4018.0	7780.0	2545.0	0	3481.0	0	0	4515.0	0	0	2967.0	27.0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB41093	2|1239|186801|186802|541000|7415705|1898205|	0	0	2193.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB42329	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB42507	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB42826	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.0	327.0	0	0	0	244.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB43353	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	277.0	0	0	0	0	0	0	0	0	0	504.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
