Bacteria	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
k__Bacteria|p__Firmicutes|c__CFGB3625|o__OFGB3625|f__FGB3625|g__GGB51359|s__GGB51359_SGB71624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7648	0	0	0	0	0	0	0	0	0	0	14196	0	0	0	0	0	14423	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB51792|o__OFGB51792|f__FGB51792|g__GGB58280|s__GGB58280_SGB79931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB51792|o__OFGB51792|f__FGB51792|g__GGB58333|s__GGB58333_SGB79984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB51794|o__OFGB51794|f__FGB51794|g__GGB58332|s__GGB58332_SGB79983	0	0	0	0	0	0	0	0	0	0	1409	0	0	2574	0	429	15942	0	0	0	0	0	0	1601	0	0	453	0	1089	0	0	0	0	0	0	0	0	2323	0	0	0	0	0	4102	343	0	2347	1887	0	0	0	1748	1526	0	4271	0	0	0	6339	1697
k__Bacteria|p__Firmicutes|c__CFGB6280|o__OFGB6280|f__FGB6280|g__GGB18162|s__GGB18162_SGB26826	0	0	0	0	0	0	0	0	0	0	6205	10866	0	0	0	0	0	0	0	0	0	0	1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	587	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB7983|o__OFGB7983|f__FGB7983|g__GGB24818|s__GGB24818_SGB36711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2307	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8085|o__OFGB8085|f__FGB8085|g__GGB29038|s__GGB29038_SGB41759	0	0	0	0	0	0	0	0	731	0	466	230	724	1472	1054	69	0	1502	0	7020	0	0	327	0	2459	1895	0	1054	0	179	0	15	0	0	0	0	0	0	0	0	0	0	930	1523	3674	0	354	682	0	0	0	1217	0	0	0	0	0	0	373	0
k__Bacteria|p__Firmicutes|c__CFGB8095|o__OFGB8095|f__FGB8095|g__GGB24992|s__GGB24992_SGB36907	0	0	0	0	0	0	0	0	0	0	0	0	0	1602	0	213	0	0	0	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8099|o__OFGB8099|f__FGB8099|g__GGB24999|s__GGB24999_SGB36914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2278	0	0	0	0	0	0	0	2440	6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8099|o__OFGB8099|f__FGB8099|g__GGB29512|s__GGB29512_SGB42294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	1108	949	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	139	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8113|o__OFGB8113|f__FGB8113|g__GGB25022|s__GGB25022_SGB59686	0	0	0	0	0	450	0	0	205	0	0	0	0	0	0	0	0	0	280	0	0	301	0	0	0	371	0	0	0	0	869	1842	0	0	1529	0	0	0	0	0	0	0	1688	0	0	4854	0	1005	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8113|o__OFGB8113|f__FGB8113|g__GGB25023|s__GGB25023_SGB36940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1300	0	0	0	0	0	0	0	2083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8170|o__OFGB8170|f__FGB8170|g__GGB25138|s__GGB25138_SGB37065	0	2737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8197|o__OFGB8197|f__FGB8197|g__GGB25180|s__GGB25180_SGB37111	0	0	0	0	0	0	0	0	0	0	1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2326	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25206|s__GGB25206_SGB37138	0	0	0	0	0	0	0	0	2293	0	0	0	0	2543	3765	10362	2216	0	0	0	0	0	19229	0	10677	25266	2172	31248	1079	14602	0	0	0	0	1089	0	0	0	0	0	0	1112	4513	43219	0	0	0	18453	0	0	10583	0	0	0	0	0	483	37	0	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25206|s__GGB25206_SGB41973	0	0	0	0	0	0	0	1927	29274	473	117	0	1042	9465	3734	7338	919	0	751	1585	5601	0	3133	0	42186	44859	8363	3495	0	4679	0	0	0	0	0	0	0	0	0	0	0	7279	333	7111	0	2097	0	3537	5158	0	0	3927	0	51	820	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25207|s__GGB25207_SGB37140	0	0	0	0	0	0	0	0	0	1389	470	0	0	0	108	609	2973	0	12334	0	5502	0	1301	0	29109	44240	17750	41268	0	194	0	0	0	0	0	0	0	0	0	0	0	0	74387	35282	218	297141	9068	819	4797	0	21689	0	0	0	0	512	4503	28772	2278	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25207|s__GGB25207_SGB41980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812	0	23	0	0	0	0	0	1384	0	0	0	0	2126	0	0	769	0	540	0	0	3156	0	0	0	236	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25210|s__GGB25210_SGB37143	2015	0	14336	6589	1290	7052	12706	11667	23691	1712	6595	0	0	1437	5140	10861	88	0	10083	365	160694	0	10933	997	113216	6782	31745	40374	6291	16950	166823	21951	182128	7668	18785	77667	27414	0	12041	20226	25936	0	14727	11071	3688	7668	27593	3094	726	1695	756	3934	4979	11896	0	12631	8186	2671	1251	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25212|s__GGB25212_SGB37145	0	0	0	0	0	0	0	0	258966	62119	6072	9776	32195	825428	573	3273	48750	8429	33095	24679	21778	7737	14910	0	15067	44940	6102	17452	29871	5838	0	0	0	0	0	0	0	205	0	0	0	91220	13901	48595	32572	114314	13387	18046	7789	0	6982	23378	27927	3234	2007	6810	9061	12151	60	744
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25213|s__GGB25213_SGB37146	0	0	0	1646	0	0	0	0	0	0	0	0	0	0	0	6287	3100	0	0	8854	13068	0	2690	198	7538	0	0	37116	0	0	0	0	0	0	874	0	0	0	0	84	0	0	179	2104	3409	0	1373	2535	0	6118	5339	0	0	583	0	4508	0	0	0	2511
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB29233|s__GGB29233_SGB41982	0	0	0	0	0	630	0	0	10536	0	0	0	0	3424	0	85	146	0	2905	0	23703	3237	0	0	14408	57941	0	3493	4811	3690	0	0	0	0	0	0	0	2972	0	0	0	0	6515	6708	21241	7617	6694	6265	5219	6463	7451	21841	0	568	3766	0	2275	386	503	10307
k__Bacteria|p__Firmicutes|c__CFGB8212|o__OFGB8212|f__FGB8212|g__GGB25225|s__GGB25225_SGB37159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8213|o__OFGB8213|f__FGB8213|g__GGB25227|s__GGB25227_SGB37161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8213|o__OFGB8213|f__FGB8213|g__GGB25228|s__GGB25228_SGB37164	0	0	0	0	0	0	0	0	0	0	29136	442	0	0	0	0	0	0	0	106017	0	0	0	0	617	56598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8213|o__OFGB8213|f__FGB8213|g__GGB25229|s__GGB25229_SGB37165	0	0	0	0	0	0	0	0	0	0	0	2781	377	13056	654	1643	0	0	0	52	69	1007	5694	1239	2301	1505	141	1801	376	17	0	0	0	0	0	0	0	1549	0	0	0	0	3807	948	6230	0	3406	981	0	0	164	1540	0	0	2731	0	1156	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8213|o__OFGB8213|f__FGB8213|g__GGB25230|s__GGB25230_SGB37166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657	2224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8213|o__OFGB8213|f__FGB8213|g__GGB29169|s__GGB29169_SGB41900	0	0	9391	783	0	1372	514	45782	25372	654	104867	13943	0	28213	10597	20363	1886	0	65200	15539	411	1392	0	0	595827	44226	16023	19444	12042	52	10548	7937	24935	7320	10366	8885	20961	1105	27986	9459	14559	0	0	0	0	10005	0	0	15076	0	1194	1173	0	1786	1854	6798	370	103	371	0
k__Bacteria|p__Firmicutes|c__CFGB8213|o__OFGB8213|f__FGB8213|g__GGB29178|s__GGB29178_SGB41911	0	0	0	0	0	0	0	0	3891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1292	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8214|o__OFGB8214|f__FGB8214|g__GGB25232|s__GGB25232_SGB37168	0	0	0	1452	0	224	2543	1757	304210	7824	19657	14654	3560	73991	546	12182	5431	0	18173	3086	13085	0	17075	189	41350	16540	15285	11638	23910	4122	11682	16363	4009	0	2426	1144	0	0	86	3224	463	48498	0	1282	0	1348	0	4090	7648	2283	0	1333	592	0	0	5018	8897	674	13309	0
k__Bacteria|p__Firmicutes|c__CFGB8214|o__OFGB8214|f__FGB8214|g__GGB29162|s__GGB29162_SGB41892	500	0	0	0	0	0	0	6302	25337	0	116332	1251	0	71272	0	0	0	0	0	33565	0	0	396	0	110449	13385	0	2737	136	0	52198	7563	335	0	0	3587	437	0	382	310	9619	0	4789	86	530	0	0	0	0	0	5198	1126	0	0	0	0	866	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8233|o__OFGB8233|f__FGB8233|g__GGB25258|s__GGB25258_SGB37194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8233|o__OFGB8233|f__FGB8233|g__GGB28558|s__GGB28558_SGB41168	0	0	0	0	0	0	0	0	929	0	0	0	283	0	0	0	0	0	460	186	0	0	0	0	316	294	0	2933	0	310	0	0	0	0	0	0	0	0	0	0	0	0	2211	3165	176	997	0	379	0	0	0	0	0	0	0	0	0	0	0	259
k__Bacteria|p__Firmicutes|c__CFGB8233|o__OFGB8233|f__FGB8233|g__GGB28559|s__GGB28559_SGB41169	0	0	0	0	0	0	0	0	836	0	0	596	99	20	350	0	0	2297	0	0	0	0	2355	98	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	431	178	0	0	0	0	0	0	0	0	0	0	590	596	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8236|o__OFGB8236|f__FGB8236|g__GGB28592|s__GGB28592_SGB41208	0	0	0	0	0	0	0	0	422	0	0	0	0	137	0	0	0	0	580	299	17	0	243	0	587	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	1088	1413	534	0	0	0	0	0	0	67	0	0	0	0	0	0	0	199
k__Bacteria|p__Firmicutes|c__CFGB8241|o__OFGB8241|f__FGB8241|g__GGB25269|s__GGB25269_SGB37205	0	0	0	0	0	0	0	0	0	0	0	947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4314	0	0	2292	1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8350|o__OFGB8350|f__FGB8350|g__GGB25550|s__GGB25550_SGB37514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8350|o__OFGB8350|f__FGB8350|g__GGB25553|s__GGB25553_SGB42582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8350|o__OFGB8350|f__FGB8350|g__GGB25556|s__GGB25556_SGB37521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8350|o__OFGB8350|f__FGB8350|g__GGB25560|s__GGB25560_SGB37525	0	0	0	0	0	0	0	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8350|o__OFGB8350|f__FGB8350|g__GGB29752|s__GGB29752_SGB42573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8351|o__OFGB8351|f__FGB8351|g__GGB25566|s__GGB25566_SGB37531	0	0	0	0	0	0	0	0	0	52	0	2157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8351|o__OFGB8351|f__FGB8351|g__GGB25566|s__GGB25566_SGB37532	0	0	0	0	0	0	0	0	0	3374	0	0	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9101|o__OFGB9101|f__FGB9101|g__GGB31267|s__GGB31267_SGB44574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB27024|s__GGB27024_SGB39231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB31608|s__GGB31608_SGB66690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB31623|s__GGB31623_SGB44968	0	0	0	0	0	0	0	0	42025	1850	1361	4109	4256	304	0	0	0	0	0	0	1555	0	0	0	0	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	270	14	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB31634|s__GGB31634_SGB44980	0	0	0	0	0	0	0	0	0	2958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB31646|s__GGB31646_SGB44992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120|f__FGB9120|g__GGB31540|s__GGB31540_SGB44875	0	0	0	0	0	0	4378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120|f__FGB9120|g__GGB31600|s__GGB31600_SGB44941	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9158|o__OFGB9158|f__FGB9158|g__GGB27106|s__GGB27106_SGB45239	33911	0	109826	110270	1388	60353	197551	195401	327650	17113	481508	0	182665	506134	0	2431	3011	89	0	0	0	2141	1344	0	0	42793	621	0	0	0	245407	66663	201145	0	0	103196	7610	24213	57	101712	44110	174167	0	0	0	0	0	0	20641	0	0	0	964	0	14116	0	5459	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9264|o__OFGB9264|f__FGB9264|g__GGB58276|s__GGB58276_SGB79927	0	859	0	0	1076	0	0	0	783	318	1950	1340	3527	0	252	327	0	1092	113	0	112	0	0	0	0	41	0	0	0	0	0	0	0	433	0	0	0	184	0	0	0	1231	5414	0	0	1517	0	0	0	231	124	7221	6141	30	447	1640	41	0	10311	888
k__Bacteria|p__Firmicutes|c__CFGB9501|o__OFGB9501|f__FGB9501|g__GGB28369|s__GGB28369_SGB40949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9504|o__OFGB9504|f__FGB9504|g__GGB58235|s__GGB58235_SGB79886	400	0	0	1477	441	45	4419	0	1194	2141	130	220	2300	3138	4347	3439	6636	4109	5652	2968	6846	6064	4414	3558	4164	1527	4374	6568	5143	6426	0	2172	9662	1193	2959	2813	4141	2066	0	0	0	2066	1767	4682	4645	4654	4545	7235	2642	10094	5436	3369	4082	4875	2929	10886	4005	2049	6263	28509
k__Bacteria|p__Firmicutes|c__CFGB9552|o__OFGB9552|f__FGB9552|g__GGB28569|s__GGB28569_SGB41182	0	0	0	0	0	0	0	0	375	0	0	280	0	992	0	0	0	0	0	0	0	0	799	0	0	0	0	449	0	86	0	0	0	0	0	0	0	0	0	0	0	851	0	2831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9552|o__OFGB9552|f__FGB9552|g__GGB28570|s__GGB28570_SGB41183	0	0	0	0	0	0	0	0	0	0	427	143	56	687	0	0	0	1465	18	1776	93	0	1328	0	0	0	0	336	184	0	0	0	0	0	0	0	0	0	0	0	0	0	3178	866	2295	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9590|o__OFGB9590|f__FGB9590|g__GGB28666|s__GGB28666_SGB41293	0	0	208	61469	0	184	0	0	0	0	4001	0	0	0	624	4938	0	4307	0	0	0	2037	0	3969	20608	0	2607	2239	0	630	0	0	92578	0	0	0	0	0	5455	0	0	1493	0	397	24	0	0	0	601	0	1303	0	3137	61	0	8687	650	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9714|o__OFGB9714|f__FGB9714|g__GGB58216|s__GGB58216_SGB79863	1572	31153	427	0	548	0	0	326	0	3217	0	2621	0	0	59	0	5184	0	0	0	0	0	0	1570	0	0	0	0	0	0	546	0	0	17695	6179	0	0	2661	0	0	1577	0	0	3324	0	3484	0	0	0	1305	0	0	2009	0	474	0	226	0	10457	0
k__Bacteria|p__Firmicutes|c__CFGB9740|o__OFGB9740|f__FGB9740|g__GGB29262|s__GGB29262_SGB42016	0	0	0	0	0	0	0	0	0	0	835	0	0	0	0	0	0	0	0	352	0	0	0	0	124	3018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3318
k__Bacteria|p__Firmicutes|c__CFGB9759|o__OFGB9759|f__FGB9759|g__GGB29303|s__GGB29303_SGB42064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	559	60	0	641	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9759|o__OFGB9759|f__FGB9759|g__GGB29305|s__GGB29305_SGB42067	0	0	0	0	0	0	0	0	1174	0	0	0	0	790	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	842	0	0	0	0	0	0	0	0	0	0	0	961	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9899|o__OFGB9899|f__FGB9899|g__GGB29892|s__GGB29892_SGB42747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	2198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium	121	4159	109	13580	641	2138	48	97	269	3667	1332	5536	4074	450	47242	2913	39384	18319	10619	38314	7342	0	10589	9594	170	320	121	10854	8790	23329	0	16048	4114	12317	96111	486	2197	47544	5277	1452	0	1876	24	87635	9584	33922	1162	4723	68381	4462	121	0	3903	25608	21103	16009	4191	4243	466	9788
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB79888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1148	0	0	0	5566	0	0	0	0	0	0	0	916	0	0	0	168	0	0	0	0	0	0	0	0	0	0	146	0	12677	0	0	0	0	0	0	0	0	0	397	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB31780|s__GGB31780_SGB45146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8481	0	0	0	0	0	0	0	1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1417	0	0	0	0	0	0	0	0	243	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	568	1142	0	0	1105	0	0	0	0	0	0	1619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	2719	0	0	0	932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_WCA_383_APC_5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4821	0	0	0	0	0	32188	0	0	0	0	0	1307	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bornimense	14477	0	2511	2250	15143	27373	892	45885	668	13	0	1290	0	1806	0	447	0	2676	0	0	0	0	930	0	3271	794	552	0	0	0	212708	17342	17995	850	0	127485	7871	0	66	24992	54025	0	53	0	1794	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0
