# Pathway	# Pathway	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Acinetobacter.s__Acinetobacter_lwoffii	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36472E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03018E-05	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Anaerostipes.s__Anaerostipes_sp_494a	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	0.000527256	3.69933E-05	0	0	0	0	3.35368E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000267053	0	2.44672E-05	0	0	5.63803E-05	0	0	0	0.000324866	6.76034E-05	3.97175E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Bacteroides.s__Bacteroides_xylanisolvens	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10262E-05	0	0	5.37422E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73128E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Campylobacter.s__Campylobacter_lanienae	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Campylobacter.s__Campylobacter_lanienae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.48284E-05	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	0	0	3.60054E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00003917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Clostridium.s__Clostridium_bornimense	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Clostridium.s__Clostridium_bornimense	2.53111E-05	0	0	0	2.23028E-05	3.01645E-05	0	8.03301E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000260731	4.68604E-05	2.30546E-05	0	0	0.000215334	0	0	0	5.24735E-05	8.15454E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Clostridium.s__Clostridium_butyricum	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Clostridium.s__Clostridium_butyricum	4.64025E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.56581E-05	0	0	0	0	2.97891E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Clostridium.s__Clostridium_neonatale	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Clostridium.s__Clostridium_neonatale	0.000088951	0	0	0	2.95085E-05	9.67427E-05	0	1.25705E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93028E-05	8.56475E-05	5.58548E-05	0	0	0.000361408	6.35308E-05	0	0	8.47545E-05	0.000234429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Clostridium.s__Clostridium_perfringens	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000247348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Desemzia.s__Desemzia_incerta	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Desemzia.s__Desemzia_incerta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01197E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Desulfovibrio.s__Desulfovibrio_piger	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Desulfovibrio.s__Desulfovibrio_piger	5.23851E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21608E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000034376	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38929E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Escherichia.s__Escherichia_coli	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Escherichia.s__Escherichia_coli	0.000327916	0.000112774	0	0	0.00283336	0.000351518	0	0	0	0.00213325	0	0.000399042	0	0.000154961	0.00205354	0.000669457	0.000414466	0.00249065	0.00142036	0.00145815	0.000891256	0.00043065	0.000415315	0.001417	0.000125206	0.000225758	0	0.000445975	0.00244147	0.000358451	0	7.40117E-05	0	2.99303E-05	0.00108045	0	0	0.000148599	0	0	0	0	0	0.000137387	0	0.000671783	0.00179622	0.000154682	0	0.00058054	0.000773823	0.00124883	0.00120879	0	0.000193677	0.00025809	0	0	0.000229493	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32272E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Lysinibacillus.s__Lysinibacillus_fusiformis	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77271E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Lysinibacillus.s__Lysinibacillus_varians	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	8.02449E-05	0	7.09915E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07012E-05	0	3.13351E-05	0	0	0	0	0	0	0	4.76922E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Prolinoborus.s__Prolinoborus_fasciculus	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Prolinoborus.s__Prolinoborus_fasciculus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69225E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	6.62714E-05	0	0	0	0	2.71733E-05	0	0	0.000120142	0	0	0	9.96233E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.85719E-05	4.06412E-05	0	0	0	1.26131E-05	0	0	0	0	8.38921E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Streptococcus.s__Streptococcus_gallolyticus	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90986E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Streptococcus.s__Streptococcus_uberis	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Streptococcus.s__Streptococcus_uberis	0	0	2.60656E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Treponema.s__Treponema_saccharophilum	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Treponema.s__Treponema_saccharophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.64936E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Turicibacter.s__Turicibacter_sanguinis	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Turicibacter.s__Turicibacter_sanguinis	0.000185325	0	0.000432636	0.000678157	8.55341E-05	0.000520074	0.000238651	0.000534497	0.000452381	0.000125585	0.000250547	0.000297397	0.000101954	0.000379645	4.08625E-05	6.29741E-05	4.30714E-05	0	0	0	0	0	4.45315E-05	0	0.00021756	7.88368E-05	0	0	2.35996E-05	0	0.00061423	0.000347893	0.000601841	0.000118894	5.81112E-05	0.000679472	0.000324157	0	0.000265984	0.0001878	0.000648388	0.000358771	0	3.67877E-05	0	0	0	0	0	3.85758E-05	0	0	0	0	0	0	0	0	5.90107E-05	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|unclassified	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|unclassified	0.00928489	0.0136002	0.00948133	0.0101025	0.00428489	0.00878603	0.012362	0.0106301	0.0108095	0.00618138	0.0112458	0.00832843	0.00870604	0.00849388	0.00569639	0.00947234	0.0101392	0.00535822	0.00802738	0.00745182	0.00894553	0.00991713	0.00900913	0.00787694	0.00960053	0.00822588	0.0131814	0.00886746	0.00685919	0.0113514	0.00758185	0.00981384	0.00990791	0.0117263	0.00812764	0.00814835	0.00995496	0.0100649	0.0130246	0.0103105	0.00775514	0.00998423	0.0116225	0.0110648	0.0122638	0.00905215	0.00795949	0.00986645	0.0159941	0.0103118	0.0103349	0.00788201	0.0090691	0.0113262	0.00985164	0.0100617	0.0129727	0.00997837	0.00974259	0.0119267
PWY-8182: valproate &beta;-oxidation	PWY-8182: valproate &beta;-oxidation	0.000265696	0.000197743	0.000129053	8.02247E-05	0	0	0	0.000155774	0	0	0	0.000743882	0	0	0.000146906	0.000353003	0.000422961	0.000184908	0	0	0.000320975	0.000643837	0	0.000130701	0	0	6.70447E-05	0	0.000146436	0	2.35841E-05	8.68668E-05	0	0.000327021	0.000150937	0	0	0.000270023	0.000205984	4.77891E-05	5.76749E-05	0	0.0001184	0	0.000329301	0	0.000255217	0.000189187	0	0.000459162	6.61326E-05	0.000412002	0.000263378	0.000136931	0.000176791	0	0.000129114	0.000170942	0.000260541	0
PWY-8182: valproate &beta;-oxidation|unclassified	PWY-8182: valproate &beta;-oxidation|unclassified	0.000201548	0.000174648	0.00011602	8.02247E-05	0	0	0	0.000126295	0	0	0	0.000398253	0	0	0.000118109	0.000198723	0.000236619	0.000121706	0	0	0.000207805	0.000456789	0	0.000101146	0	0	6.69957E-05	0	0.000120683	0	2.16621E-05	7.62286E-05	0	0.000308957	0.000126006	0	0	0.000220539	0.000205984	4.16674E-05	5.29766E-05	0	0.0001184	0	0.000303749	0	0.000161851	0.000111026	0	0.000272646	5.97072E-05	0.00022926	0.000182531	0.000136931	0.000137593	0	0.000129114	0.000168447	0.000214925	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	0.00110631	0.00114324	0.00121871	0.0010013	0.00179238	0.000920463	0.000698582	0.000783696	0.00110917	0.00167808	0.00120634	0.00225644	0.00310515	0.00137837	0.00150037	0.000813574	0.00108072	0.00171873	0.00134915	0.00111209	0.00115787	0.000922965	0.000879078	0.001013	0.00104642	0.000615454	0.000987585	0.00100688	0.00109875	0.00125716	0.00259787	0.000952631	0.00109322	0.00196668	0.00205919	0.00081299	0.00176097	0.00148425	0.00204852	0.00087525	0.000861272	0.000975733	0.00109286	0.00142415	0.0011748	0.00124066	0.00119438	0.000946921	0.000480604	0.000940938	0.000765437	0.00118559	0.000854234	0.00139136	0.00085695	0.00105319	0.0010339	0.00147464	0.0014679	0.000813626
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	0	0	0	0	0	0	0	0	0	5.42324E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58162E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Bacillus.s__Bacillus_pumilus	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Bacillus.s__Bacillus_pumilus	0	0	0	0	0	0	0	0	0	0	0	6.02525E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Bacillus.s__Bacillus_safensis	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Bacillus.s__Bacillus_safensis	0	0	0	0	0	0	0	0	0	0	0	8.71293E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Bacillus.s__Bacillus_sp_FJAT_27986	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Bacillus.s__Bacillus_sp_FJAT_27986	0	9.39747E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30258E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00719E-05	0	0	0	0	0.000039549	0	0	0	0	0	0	0.000015171	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Bacillus.s__Bacillus_subtilis_group	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Bacillus.s__Bacillus_subtilis_group	0	0	0	0	0	0	0	0	0	1.04498E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Clostridium.s__Clostridium_perfringens	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68566E-05	0	0	0	0	0	0	0	0	0.000240614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Desemzia.s__Desemzia_incerta	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Desemzia.s__Desemzia_incerta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29719E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Enterococcus.s__Enterococcus_casseliflavus	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Enterococcus.s__Enterococcus_casseliflavus	0	0	0	0	0	0	0	0	0	1.51408E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Enterococcus.s__Enterococcus_gallinarum	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40102E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Enterococcus.s__Enterococcus_hirae	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Enterococcus.s__Enterococcus_hirae	0	0	0	0	0	0	0	0	4.72055E-05	0	0	0.000582216	0.00162445	0.000121465	0	0	0	0	0	0	0	0	0	0.00010861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41887E-05	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Escherichia.s__Escherichia_coli	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Escherichia.s__Escherichia_coli	8.97263E-05	0	0	0	0.000992919	8.98942E-05	0	0	0	0.000570456	2.66207E-05	0.00018128	0	3.78844E-05	0.000755596	0.000249006	0.000112103	0.000797326	0.000436803	0.000521661	0.000222008	9.23682E-05	0.00011324	0.00030201	0.000015674	0.000159066	0	0.000193147	0.000679847	8.63347E-05	0	0	0	0	0.000285443	0	0	3.20884E-05	0	0	0	0	0	0	0	0.000201136	0.000558637	2.38346E-05	0	0.00020121	0.000151892	0.000576606	0.000288377	0	5.26335E-05	7.80971E-05	0	0	9.40498E-05	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Lactobacillus.s__Lactobacillus_reuteri	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Lysinibacillus.s__Lysinibacillus_fusiformis	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57322E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Lysinibacillus.s__Lysinibacillus_massiliensis	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0	0	0	0	0	0	0	0	0	3.01744E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Lysinibacillus.s__Lysinibacillus_varians	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	9.90521E-05	0	6.40212E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40432E-05	0	0	0	0	0.000035715	0	0	0	0	0	0	5.05847E-05	0	2.32668E-05	0	0	0	0	0	0	0	9.14678E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Olsenella.s__Olsenella_umbonata	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Olsenella.s__Olsenella_umbonata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.45069E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	5.91792E-05	0	0	0	0	0	2.03926E-05	0	0.000119225	0	0	0	2.94548E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27994E-05	0	0	0	0	0	0	0	0	0	3.59597E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Solibacillus.s__Solibacillus_kalamii	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	0	0	0	0	0	0	0	1.10929E-05	0	0	3.12148E-05	0	0	2.69285E-05	5.33157E-06	0	0	0	0	2.99191E-05	0	0	0	6.25236E-06	0	6.47177E-06	0	1.29782E-05	0	1.72654E-05	8.81019E-05	0	0	0	0	0	0	0	0	0	0	1.93199E-05	1.10068E-05	0	0	0	0	0	9.4047E-06	0	0	0	0	0	4.16366E-05	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Solibacillus.s__Solibacillus_silvestris	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	1.28711E-05	0	0	0	0	0	0	1.77247E-05	0	0	6.05717E-05	0	0	1.56037E-05	1.36103E-05	1.27184E-05	0	0	0	0.000025025	0	0	0	0.00001083	0	1.09961E-05	0	3.35178E-05	0	4.31145E-05	0.000165447	0	0	0	1.27803E-05	0	0	0	0	0	0	3.62391E-05	1.12519E-05	0.000011025	0	0	0	0	1.32417E-05	0	0	0	0	0	5.58267E-05	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Streptococcus.s__Streptococcus_gallolyticus	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05911E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Streptococcus.s__Streptococcus_uberis	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Streptococcus.s__Streptococcus_uberis	0	0	0	0	0	2.37948E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|unclassified	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|unclassified	0.000907136	0.00101411	0.00100719	0.000986749	0.000515774	0.000783905	0.000695904	0.000737967	0.00100213	0.00106955	0.00114039	0.00143943	0.00105921	0.00110412	0.00064336	0.000790841	0.00100159	0.000634758	0.000750545	0.000718421	0.000987284	0.000858967	0.000804104	0.000778477	0.00102799	0.000601304	0.000986286	0.000872061	0.000537591	0.00115679	0.000588383	0.000696654	0.000919139	0.00178051	0.00120105	0.000778946	0.00105259	0.00133472	0.00201838	0.000553457	0.000732664	0.000745431	0.00106942	0.00141593	0.00110256	0.000816748	0.00096298	0.00093607	0.000480028	0.000893406	0.000759585	0.0006197	0.000822013	0.00125248	0.000838	0.00102961	0.00103204	0.00139455	0.00119431	0.000806767
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	0.000723108	0.000327314	0.000778465	0.000758939	0.000418911	0.00127369	0.000413312	0.00103252	0.000884131	0.000359982	0.000660746	0.000450399	0.000727108	0.000626635	0.000376159	0.000288353	0.000414306	0.000407547	0.000290205	0.000140809	0.000284718	0.000423019	0.000508378	0.000374622	0.000268438	0.000300985	0.0004433	0.00037932	0.000216695	0.000259316	0.000475316	0.000721086	0.00115551	0.000610752	0.000537205	0.000668911	0.00048581	0.00040964	0.000605215	0.000467778	0.000949155	0.000687394	0.00048282	0.000439968	0.000483772	0.00032475	0.000199253	0.000408036	0.000246959	0.000554777	0.000437506	0.000422001	0.000365018	0.0004492	0.000354917	0.000375471	0.000432952	0.00028724	0.000447225	0.000517795
